Tweets	Compound	Analysis
how covid-19 vaccines may lead to new shots for other deadly viruses: now, some experts predict the tech will lead… 	0.0	Neutral
pop up vaccine clinic tomorrow 	0.0	Neutral
coronavirus vaccine updates   #stayhome#protectthenhs #savelives #coronavirus #corona… 	0.0	Neutral
just back from getting my 1st covid-19 vaccine. one step to getting our freedoms back🤩🤗‍🦼🥰󠁧󠁢󠁳󠁣󠁴󠁿️‍… 	0.296	Positive
sadly, a death toll can't actually decrease. a million have now received their first vaccine, though. 	-0.7717	Negative
the system works against them. sorry for the long winded tweets!#covid19 #vaccine #vaccination #nhs 	-0.1511	Negative
110 000 deaths on your watch and rising...#ledbydonkeys #snakeoilpeddlers #shysters #charlatans #covid19 #vaccine 	0.0	Neutral
for us immunocompromised types the vaccine might not work as well so our best protection comes from others. this tw… 	0.5668	Positive
a simple plea to please get that vaccine when invited/contacted #coronavaccine . i am lucky enough to have had my i… 	0.6249	Positive
great service with gp  taking the covid-19 vaccine to residents  #shelteredhousing #isolated 	0.6249	Positive
waiting in the car for  to have his first #covidvaccine felt like a long time coming, finally happeni… 	0.3612	Positive
even if #covid19 #vaccines bring an end to the pandemic as quickly as hoped, they will not reverse its most consequ… 	0.3818	Positive
people with hiv could miss out on covid vaccines unless action is taken, campaigners warn: however, in order to get… 	-0.25	Negative
anyone who has a vaccine is a disgusting speciesist sadistcovid is caused by speciesist sadism u grotesque unnatur… 	-0.5267	Negative
so yesterday my daughter &amp; i had our oxford covid19 vaccines  #astrazeneca so far all i have is a sore left arm… 	-0.3612	Negative
a stellar line up, the _rho holds its inaugural webinar on #covid19 and the vaccine.  dial into… 	0.0	Neutral
it’s of the utmost importance that the vaccine rollout is successful. and this is great progress. 	0.9217	Positive
i mean these are pretty impressive stats #covid19 #vaccine 	0.7579	Positive
#covid19 #vaccine 	0.0	Neutral
two scientists who had a tremendous impact on #covid19, developing anti #covidvaccines are özlem türeci for bionte… 	-0.3182	Negative
more than 600,000 people in #uk receive pfizer covid-19 vaccine dose 	0.0	Neutral
wales' health administrator has released vaccine take up figures by health board, revealing the extent to which it… 	0.0	Neutral
#covid19 from what i’ve read, the virus has a protein spike on its surface, and the vaccines are a copy, so to spea… 	0.0	Neutral
could the sars-cov-2 vaccine work for sars-cov?#covid19 #covid19uk reading a research article about the spike pro… 	0.0	Neutral
how did the vaccine creators know which mrna subsequence to choose from the genome of sars-cov-2? #covid19 	0.0	Neutral
pope urges coronavirus vaccine access for all 	0.0	Neutral
is a record of the number of vaccine doses being binned because four day use by date is passed without enough indiv… 	0.0772	Positive
yep.  read it again.  #coronavirus #vaccine 	0.296	Positive
your having managed to secure the pfizer covid19 vaccine at €10 more than uk would have paid as part of the eu cons… 	0.34	Positive
#antivaxx #covid19 #covidvaccine #getvaccinated #eu #astrazeneca #antivaxxsquad #vaccine #vaccinated #staysafe 	0.0	Neutral
we are seeing a pharmaceutical competition being played out with misinformation on vaccines. it’s got to be curtail… 	0.0258	Positive
today's the day. been up since 4 am. like a child at christmas.#covid19 #multiplesclerosis #vaccine #vaccineday #letsdothis 	0.3612	Positive
#covid19 #vaccine hesitancy among republicans. guess who laid the groundwork for that to develop? (rhetorical) thei… 	-0.2263	Negative
all expert believe vaccine actually may reduce the risk of clots than cause it 34 cases in 17 million is no way li… 	-0.5106	Negative
the nhs vaccine appointments are now available to everyone over the age of 50!  get yours by clicking the below… 	0.0	Neutral
vaccine bookings for over 50s is open. i am booked for friday. science and the nhs are just awesome. 	0.6249	Positive
over 50s can now book direct online to have their #covid19 vaccine. by the end of the week half of all adults in th… 	0.0	Neutral
it’s no often i agree with him but i do on this ⬇️ the scaremongering about the #covidvaccine is disgraceful. side… 	0.0387	Positive
well i received my 2nd pfizer vaccine yesterday and thank god i feel great no side effects at all. the end of this… 	0.8225	Positive
anyone aged 50 or over can now book a vaccine appointment in the uk:  not long ti… 	0.0	Neutral
over 50? book your #covidvaccine online now. i have mine on saturday. just don't tell anyone that i'm over 50, when… 	0.0	Neutral
a fantastic experience receiving my 2nd covid vaccination  dose  vaccine hub yesterday - thank u!… 	0.75	Positive
imagine going to get your vaccine and elaine paige is there doing a performance, incredible 	0.0	Neutral
stupidly thrilled and excited to be getting my #covid19 #vaccine this morning 	0.3182	Positive
to all friends of a similar vintage, vaccine now available to the 50+, book here: 	0.4767	Positive
listen folks! #ivermectinworks  #ivermectin #cure #astrazenaca #silence #vaccines #covid19 	0.0	Neutral
covid-19 vaccines for png, australia seeks eu’s help 	0.4019	Positive
how you will get the vaccine  via 	0.0	Neutral
anyone over 50 in the uk can now book online for their first and second covid19 vaccine if they haven’t had one alr… 	0.0	Neutral
covid cases among over-60s in london tumble as vaccine is rolled out 	0.0	Neutral
#covid19 so did i hear right, 50 and; over can now get the vaccine.. (cynical view coming up) is that because it's not… 	0.0	Neutral
brazil vaccine-resistant supervirus will develop: alert as research finds terrifying truth 	-0.0516	Negative
eu farce intensifies: bloc's own health chief rages at selfish nations over vaccine chaos 	-0.9118	Negative
nhs vaccine booking service: you are eligible for a free covid-19 vaccination because of an underlying health condi… 	0.5106	Positive
thursday's #poll do you think that from june 21st we can officially stop wearing masks ? #covid19 #covidvaccine #covid19uk 	-0.296	Negative
it’s confirmed the british prime prime minister will receive the british-led vaccine - in the least surprising reve… 	-0.2057	Negative
believes that if  keeps on blocking the uk coronavirus covid19 vaccines then they will be much more hig… 	-0.3818	Negative
"""some covid-19 vaccines contain polyethylene glycol (peg), a safe substance found in toothpaste, laxatives and othe… "	0.4404	Positive
#covidvaccine done! the first one is done! such exciting times to be to have a vaccine! #diabetes #diabetestype1… 	0.6219	Positive
hopefully he gets a second jab right after from an nhs employee.not the vaccine kind though. 	0.7269	Positive
from today, people aged 50 or older can book a #covidvaccineyou can book your appointment online. if you, or some… 	0.0	Neutral
so the united kingdom purchases vaccines from #oxfordastrazeneca #pfizerbiontech or any other and the european unio… 	0.4728	Positive
"even an expert microbiologist tells you the so called ""vaccine"" will not protect you.. real vaccines do "	-0.2924	Negative
as far as i know, #pfizer's only supply of nanolipids required for its mrna vaccine comes from yorkshire or the usa… 	0.0	Neutral
incredibly odd that the eu is playing politics with the vaccine rollout. vaccine nationalism benefits none of us ..… 	0.204	Positive
we don't want your vaccine but we are going to stop having the ones you want. thank god we're out of this crap 	-0.3278	Negative
lagos state government releases list of 88 centers where residents can take covid19 astrazeneca vaccinethe 88 cen… 	0.0	Neutral
oh well, that’s all my data breached now... 🤣🤣🤣 #covid19 #covid #covidvaccine 	0.2732	Positive
great to see one of out leading public figures getting their vaccine - don’t hesitate get the jab! over 50’s… 	0.5093	Positive
by “the” vaccine i assume you mean covid19 vaccine, and not the many vacci… 	0.0	Neutral
get stuffed. eu ballsed it up and now scrambling around for someone to blame. u.k. has exported astrazeneca vaccine… 	-0.34	Negative
awww europe what are you doing - #vaccine _commission 	0.0	Neutral
the eu president once again issuing another block on vaccines. using the vaccine for political gain is shameful whe… 	-0.4019	Negative
all this talk about suspending ip patent rights wrt to vaccines #covid19 has nobody heard of compulsory licensing o… 	0.0	Neutral
#covid19 #vaccine #pandemic #roadmap 	0.0	Neutral
matt hancock instills me with absolutely no confidence whatsoever#covid19 #covidvaccine 	0.2698	Positive
uk is expecting vaccine supplies from the continent to be restricted. reading between the lines this means they thi… 	-0.3818	Negative
i haven't missed a day of work either but this winter with vaccines being rolled out, the he… 	0.1139	Positive
. #vaccine doesn’t increase risk compare to other vaccines.1. the risk of blood clot in general popula… 	-0.2263	Negative
all vaccined up now, only an achy arm so far  #covid19 #covidvaccine #pfizer 	0.0	Neutral
which is not new, news. the previous timetable for vaccine roll out is on track. @ 	0.0	Neutral
done! #vaccine 	0.0	Neutral
she’s threatened to block vaccine exports to countries that haven’t allowed exports to the eu; not to countries “wi… 	-0.7096	Negative
this is a bit rich considering many european nations have been binning astrazeneca vaccines over the last few days… 	0.5574	Positive
i am terrified of needless and yet i have never been more excited about having a #vaccine in my life. tomorrow both… 	-0.7394	Negative
i had my 1st #oxfordvaccine for   #covid19 🦠 today, somewhat surreally done by our favourite local … 	0.0	Neutral
so proud of  today who have worked with  to deliver 87 #covid19 vaccines in our pop up… 	0.5256	Positive
i had my #covid19 vaccine today. i’m still alive! i’m so glad to have enough common sense to r… 	0.7339	Positive
"great quote from jvt (prof jonathan van-tam) uk’s charismatic deputy cmo ""vaccines don't save lives if they're in f… "	0.3553	Positive
just loved emmerdales really positive coverage of having the covid-19 vaccine  very well done 	0.8803	Positive
seemingly the moderate eu has threatened u.k. with stopping covid vaccine for the 2nd time in just 8 wks an… 	-0.5574	Negative
remember when  said we shouldn’t politicise vaccine distribution... 	0.0	Neutral
isn’t this the same astrazeneca vaccine the eu were demanding we give them some of? now they’re refusing to have it… 	-0.5574	Negative
vaccine shortage for under 50s has forced my hand. i have to endure the wait somehow. #lockdown2021… 	-0.2023	Negative
regular booster vaccines are the future in battle with covid-19, top genome expert says: ... slower than influenza… 	-0.2023	Negative
mosque in newport to be used as covid-19 vaccine clinic. this is a brilliant effort to engage the local community… 	0.7351	Positive
think the roll out of the vaccine is amazing but please be honest - we have vaccines supplies as and when - no abil… 	0.7906	Positive
european union are going to stop export of #vaccines unless they receive from countries outside the eu. we supply… 	-0.296	Negative
covid-19 news: eu may restrict exports of covid-19 vaccine to uk 	-0.3818	Negative
sir paul nurse discussing 'precautionary principle' and az vaccine on , pointing out it neglects the risk of… 	-0.6486	Negative
mickey and minnie should wear masks to set an example, even if they have both received the covid-19 vaccine! 	0.0	Neutral
we need, 100% effective, coronavirus vaccine, that meets the safety regulations, and meets the strict… 	0.7096	Positive
nvax stock – novavax covid-19 vaccine performs well in clinical trials, but variants remain a ...: the press releas… 	0.1406	Positive
matt hancock is 42..... mind blown #factoftheday #covidvaccine #briefing #peston #coronavirus #government 	0.0	Neutral
we did 872 #astrazeneca 1st dose vaccines today _view_nhs. very few dnas who will be reinvited… 	0.0	Neutral
nothing at all to worry about with the anti bat 🦇 covid-19 vaccine jab. the only side effect i’m havin… 	-0.6369	Negative
very reassuring immunity data. look forward to my second pfizer vaccine dose having tolerated the first injection s… 	0.4576	Positive
how to make covid vaccines more effective: give people vitamin and mineral supplements #nutrition #immunity… 	0.6801	Positive
outstanding vaccine rollout.  but boris can't avoid hyperbole. quelle surprise.  not every priority group member h… 	0.7566	Positive
tier 1 once the next group are given a first vaccine (vulnerable 16-64’s and all over 65’s) then no restrictions on… 	-0.296	Negative
as #covid19 vaccine roll-out continues, seven #fife gps - all former _hs pupils - had extra reason to fe… 	0.0	Neutral
happy monday! vaccine rollout continues as does the flat sale #morningcommute #happymonday #vaccine #flatsale… 	0.6114	Positive
if you're black..get the vaccine❤️️‍󠁧󠁢󠁳󠁣󠁴󠁿󠁧󠁢󠁥󠁮󠁧󠁿󠁧󠁢󠁷󠁬󠁳󠁿 	0.0	Neutral
great #covid19 vaccine update from #rps with dr clive dix and _prof  - listen now! 	0.6588	Positive
this is how the coronavirus, and the new vaccines, may affect pregnancy, breastfeeding, sp … 	0.0	Neutral
ni: 391,000 first doses, 20.7% of populationroi: 175,000 first doses, 3.5% of population #vaccine #covid19 	0.0	Neutral
pfizer-biontech’s vaccine is reported to appear to reduce symptomatic coronavirus infections by 90%. it is also by… 	0.0	Neutral
i’ve just been invited to get the #coronavirus #vaccine - amazed! 	0.5411	Positive
really pleased my parents have their jabs booked for wednesday. making the most of the #poolearth vaccine centre at… 	0.4927	Positive
great to see an article by  about the vaccine pop up clinic we co-facilitated last week with… 	0.6249	Positive
#irlnot worried just curious about them.#covid19, #vaccine 	0.0258	Positive
in separate news i have date for the covid-19 vaccine. bring it on! #covidvaccine 	0.0	Neutral
covid-19 vaccines reach #australia, #newzealand, inoculations to start 	0.0258	Positive
a message to our prime minister   #borisjohnson #covid19 #covid19uk #vaccine #london… 	0.0	Neutral
monday's #poll when pubs and restaurants reopen which would you prefer ? #covid19 #covidvaccine 	0.0	Neutral
yay my text to book my covid-19 vaccine has arrived 	0.5267	Positive
appart from the scare-de-cats and the ones who think the vaccine contains animal products. 	0.0	Neutral
fabulous news. let's be positive for a change. rte news : israeli study shows pfizer vaccine 94% effective 	0.8779	Positive
#covid19 #vaccinebbc news - five things we still don't know about the vaccine rollout 	0.0	Neutral
#ledbydonkeys #snakeoilpeddlers #vaccine #covid19 	0.0	Neutral
this is really encouraging news. so far indications are that the other vaccines will have similar effects (awaiting… 	0.5709	Positive
so that’s the first dose of covid19 vaccine received… excellent &amp; efficient system #nhs #oxfordastrazeneca 	0.7579	Positive
funny that for an entire year we have been told to not compare our selves with other countries but now vaccine is h… 	0.2382	Positive
#Coronavirus Calling for Vaccine ... Seemama ... Wishwiv #vid19 #coronavaccine 	0.0	Neutral
join in the discussion get your questions in early.  #askquestions about the vaccine or the programme. we’re here… 	0.296	Positive
not everybody. i have though and the trouble and strife. need to help those who didn't when offered vaccines they a… 	0.0	Neutral
my daughters first covid vaccine is booked. i can not describe the sense of relief i feel. almost a year of worry a… 	0.1189	Positive
🦠covid vaccine video #southasians have been disproportionately impacted by  covid-19 and vaccine hesitancy remains… 	-0.2263	Negative
the irony!“no, i’m not worried at all about #covid19 vaccine side effects, it killed the virus in my bod… 	-0.5999	Negative
uk government : people with asthma to be considered group 6 for covid-19 vaccine. - sign the petition!  via 	0.0	Neutral
i am.had by vaccine on the 31st jan.made me very tired like i had a cold. last week snow, stayed home.that gon… 	-0.1065	Negative
the big uk media story understandably is the nhs vaccine roll out and nothing should overshadow that… 	0.0	Neutral
watching the #covid19 update . again, they’re questioning the roll-out of the vaccine amongst #bame commun… 	-0.1027	Negative
#takethevaccine 	0.0	Neutral
i can’t remember who i said to last week about this... a vaccine passport must not be used as a back door to a nati… 	0.0	Neutral
actually i heard it differently  - less stress on proof of  vaccine, more idea of on- spot, on-site rapid tests. fa… 	-0.3626	Negative
glad that  is contributing in very practical ways to the #vaccine rollout in tough places  as… 	0.3612	Positive
(this face mask smells horrible!)had #covid19 #pfizer vaccine from retired optometrist stewart, glenrothes. it wen… 	0.0	Neutral
none due to the vaccine...you do know in the trials more died taking the placebo 	-0.5984	Negative
if this will be the case, anyone have any numbers for vaccine dealers? dm me a pricelist pls 	0.0772	Positive
state sponsored ageism. i don’t mind in the slightest that i’m at the back of the queue for the vaccine but rubbing… 	0.0	Neutral
"south african president blocked uk and russian covid-19 vaccines to help campaign donor ...: ""hiv prevalence among… "	0.1531	Positive
"bbc panorama, should be titled ""you can't fix stupid""#panorama #bbc #covid19 #vaccine #antivax #idiots "	0.0	Neutral
roll out of oxford #covid19 vaccine continues...(background: 	0.0	Neutral
might go try claim morbid obesity to try get a vaccine asapdiets over then 	0.0	Neutral
🤣🤣🤣🤣 50 thousand vaccines, is to split the ass of laughter 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣. That is not hope, that is an insult pair ... 	-0.7189	Negative
uk government : people with asthma to be considered group 6 for covid-19 vaccine. - sign the petition!… 	0.0	Neutral
#corona #coronaofyoupop #vaccine #covid19 	0.0	Neutral
this applies in ni too. make sure that anyone you know in this group get their vaccine. 	0.3182	Positive
delighted to receive the az/oxford  #covid19 #vaccine today. the dawn of hope! thank you to the army of scientists,… 	0.8398	Positive
“come with me if you want to live”. and presumably he’ll be back...for his next jab. #covid19 #covidvaccine 	0.0772	Positive
#covid19 vaccine – facts for the bame community 	0.0	Neutral
register now for : #covid19 vaccine – facts for the bame community feb 18, 2021 10:30 am. led by: … 	0.0	Neutral
"""who gives emergency use listing to two versions of the oxford-astrazeneca covid-19 vaccine"" "	-0.3818	Negative
i just had a #covid19 test while waiting for my #vaccine #nhs it was negative i haven't got it such a… 	-0.5719	Negative
i have just read a host of tweets from people who don’t want to have the covid-19 vaccine &amp; think a vaccine passpor… 	0.0772	Positive
exclusive: public health england will not deliver covid vaccines on sundays'insanity — not only should rollout be… 	0.128	Positive
my sister is an agency nurse and she was not offered the pfizer vaccine by the nhs trust hospital she… 	0.5106	Positive
petition: prioritise covid-19 vaccines for first responders (police, fire, ambulance) 	-0.34	Negative
1 million vaccine doses administered but i know frontline staff caring directly for hospital patients with #covid19… 	0.6486	Positive
#covid19 #vaccinestrategy #covidshambles 	0.0	Neutral
i think i might have the answer to workforce capacity for covid immunisation......#covid19 #vaccine #lockdown 	0.0	Neutral
i read this article by an expert and felt positive, reassured and hopeful about the covid vaccines. ‘coronavirus: f… 	0.8625	Positive
had my first jab today, and everything went fine! #covid19uk #lockdown #covid19 #covidvaccine #covidiot #coviduk… 	0.2714	Positive
good news. we don’t want the carters catching coronavirus at the inauguration! (although i hope they’ve had the vaccine, too). 	0.75	Positive
given the issues the eu is having with vaccine procurement &amp; the reporting that germany has basically done it’s own… 	0.0	Neutral
i have to wonder how learning how to spot someone is being radicalised will help me deliver the covid vaccine?… 	0.4019	Positive
brexit leaves us with only our own single testing laboratory for the approval of batches of vaccine. that becomes a… 	0.4767	Positive
does anyone know please.... if you test have  a #covid vaccine and a week later test positive whether the vaccine c… 	0.5574	Positive
carson can't be far off getting a vaccine can he? 	0.0	Neutral
confirmation that the oxford vaccine is also safe to use in immune compromised patients.as previously mentioned al… 	0.6249	Positive
#covid19 vaccines minister defends family setting up medical firm during covid pandemic 	0.0	Neutral
when everyone else call it oxford/astrazeneca vaccine. the scottish government call it astrazeneca , will it appear… 	0.0	Neutral
this is a useful account of some of the complexities around vaccines for viruses, which mean that we can’t be sure… 	0.4404	Positive
ffs!!! not again, why can't we just get the vaccine rolled out instead of doing all this phony crap, we should be i… 	-0.8061	Negative
‘risk for future generations’? peru clashes with pfizer over big pharma’s legal immunity for covid-19 vaccine side… 	0.128	Positive
tony blair clearly hasn’t seen you can’t just volunteer to administer a vaccine to someone. big eared wanker. 	-0.2023	Negative
cops in covid vaccine scam warning as fraudsters target scots desperate for jab 	-0.8957	Negative
investigation launched as 2 people die in norway nursing home days after receiving pfizer’s covid-19 vaccine — rt w… 	-0.5267	Negative
i got vaccinated! get vaccinated too and save lives please!!!  #vaccination #vaccine #covidvaccine #coronavaccine… 	0.7696	Positive
coronavirus: vaccine sites in sussex revealed 	0.0	Neutral
_uk  has the #covid19 vaccine been proven to be effective if 2nd dose given ten weeks after firs… 	0.4767	Positive
mum get her covid-19 vaccine tomorrow, best news in months !!! 	0.7249	Positive
uk parliament: 2nd covid vaccine should be 21 /28 days not 12 weeks. challenge the u​.​k. government! - ¡firma la p… 	-0.1316	Negative
#vaccination #vaccine #covid19 	0.0	Neutral
#netherlands tries to catch-up with #europe’s covid-19 vaccine drive 	0.0	Neutral
feeling extremely grateful to be one of the 12 #exeternurse to be trained in giving the covid-19 vaccine in upcomin… 	0.7346	Positive
use events sector staff for covid-19 vaccine rollout, suggests isle of wight #festival boss 	0.0	Neutral
always check the url of a website.scammers are trying to trick people regarding the covid-19 vaccinethe nhs don’t… 	-0.0516	Negative
saw a man in belfast city centre today selling covid-19 vaccines at £2 rack or 3 for a pfizer! 	0.0	Neutral
this is so worrying. anyone whose 2nd dose of the vaccine has been rescheduled to 12 weeks should read it. this is… 	-0.4795	Negative
please read and keep up to date with the latest guidance on vaccines for covid from the official government site. 	0.3182	Positive
or how about we give them the pay they deserve. have an effective vaccine roll out which includes vaccinating them… 	0.4019	Positive
the pressure put upon by the media on the government to get community pharmacies involved with #covid19 #vaccine ap… 	-0.296	Negative
you will never be asked to pay for a vaccine  this is a scam!!! 	-0.7163	Negative
these vacancies have increased and there is over 100 jobs available for harrow residentsthe quicker we can vaccine… 	0.2732	Positive
us congressman tests positive despite receiving first vaccine dose… 	0.5574	Positive
well hasn’t 2020 been a crappy old year?!we will certainly be pleased to see the back of it and vaccine and corona… 	0.4753	Positive
warning regarding fake covid19 vaccine text messagescheck this message out from neighbourhood link, sent via neig… 	-0.6705	Negative
covid-19 vaccines: to delay or not to delay second doses - 	-0.5574	Negative
fully vaccinated, feel so lucky to have our nhs, #nhs #vaccine #covid19 #protectyourselfandyourfamily 	0.5598	Positive
92,188 received the vaccine between 8/12/20 and 27/12/20 in scotland.   that… 	0.0	Neutral
glad i am on #dryjanuary #covid19 #vaccine 	0.4588	Positive
"""new waves of the virus before vaccine"".""mutating virus"". written by david icke in april 2020, published in aug… "	0.0	Neutral
#moderna covid-19 vaccine approved for use in the eu! let’s hope atleast they will stick to the recommendations and… 	0.7177	Positive
and when the vaccine doesn't work what will experts say then 	0.0	Neutral
but we keep being told that the vaccine stops people from becoming seriously ill/dying with covid, not from spreadi… 	-0.4497	Negative
then him and his cronies don’t get to e vaccine. simple 	0.0	Neutral
the _commission has authorised _tx #covid19 vaccine, the second coronavirus vaccine to be approved for u… 	0.4215	Positive
who say that, even with the vaccine, we will not eradicate coronavirus. what are we doing to live alongside it safely?  #bbcqt 	0.4939	Positive
@_chrisalbertyn  _uk  totally agree. i have been offered the pfizer &amp; oxford vaccines. sadl… 	0.4201	Positive
it is frustrating that the #covid19 #covidvaccine programme is taking so longin grantham (lincs) onl… 	-0.4404	Negative
went for my covid19 vaccine today, excellent set up and kind staff thanks you #nhsheroes 	0.875	Positive
plenty of room in the trophy cabinet to store the vaccine 	0.0	Neutral
to all my ms friends please have a read of this if you haven't already. main thing is to get the vaccine when off… 	0.6597	Positive
covid-19 vaccine ✅ stay home and stay safe everyone, there is light at the end of the tunnel xxx 	0.4404	Positive
worrying if true #covid-19:single vaccine dose leads to 'greater risk' from new coronavirus variants, south afric… 	0.2023	Positive
definitely getting to the front on the queue for a covid19 vaccine. #gbdoc 	0.4019	Positive
for all cancer patients and for all, your questions on vaccine answered by a expert panel  _randd… 	-0.6597	Negative
als sorted fingers crossed  !#hospital #vaccine #covid19 	0.0	Neutral
can mkuh please clarify the situation regarding over 75s for the vaccine. i know of several people in that age grou… 	0.3182	Positive
thankful to have received the first dose of the #covid19 vaccine at . a key step to protect our pat… 	0.743	Positive
hopefully they have stolen his wife to use well in the purchase of the vaccine 	0.1531	Positive
why the uk plans to delay the second doses of its covid-19 vaccines 	-0.3182	Negative
the bmj isn’t impressed. coronavirus: bmj urges nyt to correct vaccine 'mixing' art… 	0.4767	Positive
there is a lot misinformation and misunderstanding about the covid-19 virus and why a vaccine is important.there… 	-0.6249	Negative
coronavirus: bmj urges nyt to correct vaccine 'mixing' article 	0.0	Neutral
this should be headlines..do not mix vaccines. 	0.0	Neutral
"""why the uk plans to delay the second doses of its covid-19 vaccines"" "	-0.3182	Negative
it isn’t - read here: coronavirus: bmj urges nyt to correct vaccine 'mixing' article 	0.0	Neutral
here’s john bell’s interview about possible vaccine escape by sa strain - 	0.128	Positive
coronavirus: medics complain of 'bureaucracy' in bid to join covid vaccine effort 	-0.0772	Negative
how vaccines compare #covid19 	0.0	Neutral
share these concerns and hadn't seen these data but even more so now. need to separate where prioritiaing vaccines… 	0.1531	Positive
hi  i wonder what your thoughts are on giving different covid-19 vaccines to different age groups. th… 	0.34	Positive
welcome to 2021  makes the argument for just accepting covid deaths - just as we have a vaccine - bonk… 	0.4767	Positive
india will give the vaccine to 300 million people how many will #boris vaccinate?another #torycontrick again.… 	0.0	Neutral
coronavirus: bmj urges nyt to correct vaccine 'mixing' article  #covid19 	0.0	Neutral
on 28th november, nadhim zahawi was appointed as a new health minister to oversee roll out of the covid vaccine in… 	0.0	Neutral
scotland’s pandemic for which there is no vaccine. a ‘variant’ that seems far more virulent here. these data are c… 	-0.7346	Negative
new year, new hope; leave the doom mongering to 2020.now that we have vaccines, we need to demand a roll-out plan… 	-0.3182	Negative
☆british government sees 1000,000 vaccinations &amp; new   #covid19 vaccine for monday¤help th… 	0.0	Neutral
i really don’t understand anti-vaxxers?? do it for your community!the world! do you want to die? #covid19 #vaccine #covid19uk #covidvaccine 	-0.6931	Negative
az #vaccine is ‘off-licence use’ with the 12 weeks gap in jabs. uk has a #covid19 death every 16 min. more vaccines… 	-0.5994	Negative
just get it done , vaccine the people and in 5/ 6 weeks its all over no more lockdowns and we can get back to norma… 	-0.296	Negative
first astrazeneca covid-19 vaccines arrive at uk hospital as push to pro...  via 	0.0	Neutral
vaccine firms rubbish ministers’ claims of supply shortage, reports say 	-0.25	Negative
i’m assuming he doesn’t know the vaccine hasn’t been produced yet to do this? 	0.0	Neutral
bbc news - coronavirus: bmj urges nyt to correct vaccine 'mixing' article 	0.0	Neutral
☆ india prepares to vaccinate its priority list people using the uk #covid19 #vaccine developed by  &amp;… 	0.0	Neutral
is the government looking for volunteers for the #vaccine #covid19 roll out ? volunteers to help with administering… 	0.4019	Positive
interesting tracker on via   apparently i’m due to get the vaccine in may 21 (assuming the unlikely… 	0.4019	Positive
la county covid19 death is every 10 min. more vaccines needed and more sites for jabs. pfizer (mrn… 	-0.5994	Negative
the ministry of health invites you to a public briefing outlining the covid-19 vaccine rollout strategy.when: jan… 	0.0	Neutral
sharing this positive note about the vaccine trial i'm in. no cases of severe illness… 	0.3818	Positive
fantastic news that india has approved  /  vaccine!   🧬 bbc news - coronavirus: india… 	0.7712	Positive
so grateful to have received my 2nd dose of the covid-19 vaccine today  huge thanks to _hospital and the tea… 	0.8173	Positive
factbox-how astrazeneca-oxford developed britain's homegrown covid-19 vaccine: ... early ted adults but the septemb… 	0.0	Neutral
your regular reminder that ireland is in lockdown all month whilst they get the vaccine out. 	0.0	Neutral
#stupidquestionwhy is tony blair pushing vaccines? last time i looked, he wasn't a doctor or medical expert.… 	0.0	Neutral
#covid19 vaccine tracker. 	0.0	Neutral
bbc news - coronavirus vaccine: pm expects 'tens of millions' of jabs by april 	0.0	Neutral
coronavirus vaccine: pm expects 'tens of millions' of jabs by april 	0.0	Neutral
petition: prioritise covid-19 vaccines for first responders (police, fire, ambulance)  many… 	-0.34	Negative
another good reason to have left. botched eu scheme buys wrong covid vaccines to please french – europe lagging b… 	-0.0	Neutral
we are wondering what’s happening in #medway no news at all of hub / gp roll out of vaccine 	-0.296	Negative
extremely serious situation i agree we cannot afford to let our guard slip. any news please of #vaccine roll out lo… 	0.5378	Positive
south africa watch live | covid-19: mkhize to update the public on covid-19 vaccine rollout at 18:30 sa time.… 	0.0	Neutral
remember when we heard about the vaccine and we thought we'd beaten coronavirus? seems like a long time ago that now doesn't it? 	-0.168	Negative
saira khan asks loose women to replace her with 'gay, transgender or non binary' host: coronavirus vaccinedata from… 	-0.3182	Negative
just give us the vaccine now over the next 5 / 6 weeks everyone in the uk should have the vaccine means we can get… 	0.0	Neutral
south africa's covid-19 vaccine strategy:#covid19sa 	0.0	Neutral
shocked at how low the figure is for those that would 'definitely' take the #covid19 #vaccine: 	-0.5267	Negative
we definitely advise them to have the #covid19 #vaccine! see guidance from… 	0.4574	Positive
keyworkers... wish i could choose not to go to work... not all staff have yet to have vaccine, but we carry on 	0.2144	Positive
distribution of covid-19 vaccine should be more organised and fair for the nhs staff. not as in who got there fir… 	0.3744	Positive
do #deniers of the #covidvaccines have a #flujab #covid19 #complyordie  we need #nationallockdown to #savelives #protectthenhs 	0.0	Neutral
serious question for the boffins ... if i am covid-19 asymptomatic i have anti-bodies?  if i have the vaccine i als… 	-0.0772	Negative
It's Important Understand. I'll read it carefully! #israel #vaccinations #vaccinestrategy 	0.3802	Positive
alarming number of us health care workers are refusing covid-19 vaccine  via 	0.0772	Positive
#covid19so the 1st vaccine needs to be kept at -80°. how can it be injected when frozen? 	0.0	Neutral
lessen external exposure and transmissibility #vaccinestrategy schools first 🤷‍♂️ 	0.0	Neutral
chris grayling is in charge of the vaccine roll out isn’t he? #covid19 #vaccinestrategy 	0.0	Neutral
#uk to start rolling out oxford covid-19 vaccine from jan. 4, says sunday telegraph 	0.0	Neutral
#uk says time must be given to the regulator to review oxford covid-19 vaccine 	0.0	Neutral
let vfa ends and if the us will help the philippines for the vaccines - they can blacklist all political allies of… 	0.4019	Positive
