Tweets	Compound	Analysis
 1 0 0 0 0 0 + dead...on...  your...watch #ledbydonkeys #shyster #snakeoilpeddler #charlatan #covid19 #vaccine	0.0	Neutral
covid19 ki vaccines tou aagye “ andhbhakto” modivirus ki vaccine kab aayegi? iska koi treatment nahi hai	0.0	Neutral
#science saves lives! thanks to our wonderful #nhs &amp; teams of volunteers, uk will give 1st jab of a 2-dose #covid19… 	0.784	Positive
had my covid-19 jab this afternoon at rawmarsh health centre very well run place and no side effects yet.	0.0498	Positive
 thanks to our wonderful #nhs &amp; teams of volunteers, uk will give 1st jab of a 2-dose #covid19 vaccine to t… 	0.765	Positive
"#borisjohnson says ""if people are out more - even if they are meeting others who are vaccinated - they might still… "	0.0	Neutral
"check out ""sahf and covid-19 vaccine webinar""   book now for next weeks webinar… "	0.0	Neutral
had my #covid19 jab 2day @ elland rd. a real simple, smooth process, no pain either . i encourage everyone especi… 	-0.296	Negative
today i took one of my bffs to have his #covid19 vaccine. every time someone i know is vaccinated i want to break o… 	0.0772	Positive
really important message #getthevaccine #covid19 	0.2716	Positive
ever since he needed to deflect from eu's vaccine failure he's become a world expert on vaccines. 	-0.5106	Negative
and in addition yesterday we delivered just under half a million vaccines. extraordinary. cap off nhs - you are tru… 	0.0	Neutral
 _shattock thanks to our wonderful #nhs &amp; teams of volunteers, uk will give 1st jab of a 2-do… 	0.765	Positive
 can #fiona tell all that the #vaccine #distribution is being performed by the #nhs unlike #trackandtrace hea… 	0.0	Neutral
don’t forget the patients who can potentially benefit from #criticalcare will not be offered vaccines for months.… 	0.2732	Positive
 #science saves lives! thanks to our wonderful #nhs &amp; teams of volunteers, uk will give 1st jab of a 2-dose… 	0.784	Positive
my elder son is in the trial, in the uk. we have no idea if the two injections he has received are the vaccine, or… 	-0.296	Negative
"""the world faces around 4,000 covid-19 variants as britain explores mixed vaccine shots""  "	0.0	Neutral
very commendable #vaccine #autism 	0.0	Neutral
key point by _shattock on #bbcqt: ‘gb will never be safest country until all the world has access to vaccines… 	-0.3089	Negative
 ⓢⓚⓨ ⓣⓔⓒⓗ work starts on coronavirus vaccine that will target variants - 	0.0	Neutral
coronavirus has not gone away. vaccines give us hope but we all must stay at home, protect the nhs and save lives.… 	0.8641	Positive
#idtwitter #publichealth #mucosalimmunity #innateimmunity  to beat #covid19, we may need a good shot in the nose… 	0.4404	Positive
 morning sean, feel decidedly crap today, may be side effects of #covid19 jab.	-0.4391	Negative
 dolly parton sings vaccine version of jolene before getting her covid-19 shot - abc news 	0.0	Neutral
#vaccinesforasthmatics #asthmaticsatrisk #nadimzahawi 	0.0	Neutral
check out dolly parton’s vaccine outfit and her ‘vaccine’ songicon, legend, life saver  	0.0	Neutral
great to see progress in distribution of #covid19 vaccines through #covax.  	0.7845	Positive
your a star dolly parton. love the vaccine jingle #usa #vaccine #covid19 #moderna #dollyparton	0.6369	Positive
thank you . it's important for everyone to get vaccinated. #covid19 #vaccine 	0.5106	Positive
had my covid injection last night #covid19 #happy 	0.0	Neutral
#uk to get 10 million astrazeneca covid-19 vaccine doses from india’s serum institute 	0.0	Neutral
eu targets 2-3 billion doses of covid-19 vaccines per year by end of 2021 	0.0	Neutral
#southkorea conducts probe into two deaths after astrazeneca’s covid-19 vaccine – kdca 	0.0	Neutral
i wonder if ever johnson squirms with embarrassment at his past actions or words! no wonder he has so many affairs… 	-0.6588	Negative
boris johnson 1 year ago today:“i was at a hospital the other night where i think a few there were actually corona… 	0.0	Neutral
  i suppose next year it will be included with flu jab. so we get 2 in 1 or with pneumo… 	-0.3818	Negative
for my uk people who have had a covid vaccine. if you have had any side effects please report them here.	0.3182	Positive
another example of vaccine favoritism david cameron age 54 recieves #covid19 #covid19vaccine after … 	0.1779	Positive
it must surely be feasible to put johnson on trial for manslaughter by gross negligence. 	-0.0516	Negative
dolly parton gets her vaccine just as i did. the 9 to 5 singer is the latest star to promote coronavirus vaccinatio… 	0.3818	Positive
#covid19vaccine we had a wonderful first day and enjoying day 2. getting ready to rapidly increase the number of va… 	0.9042	Positive
second vaccine ✅ a massive shoutout to the whole team at cwmbran stadium who have done an amazing job to make sure… 	0.5859	Positive
on this misty morning in barking, i got my first covid-19 #vaccine  theatre: friendly volunteers, e… 	0.4939	Positive
i had my second covid-19 jab this morning at venue cymru in llandudno and was once again impressed by the efficienc… 	0.4767	Positive
emmanuel macron condemned in france over vaccine: 'uk did everything - we haven't' 	-0.4404	Negative
"""just a small prick""#vaccine #coronavirus "	0.0	Neutral
jab no 2 done &amp; dusted, #covid19 #pfizervaccine #chesterfield   let's hope i get no side affects … 	-0.128	Negative
i feel like i've been on a four day bender after my covid vaccine! 🤧🤕i dont wanna face my hangover on june 21st… 	0.4199	Positive
just had my first covid-19 vaccine. so grateful to all the staff at #thestorehouse #skegness, and to all those that… 	0.5949	Positive
that’s some going. when i spoke to my sister in new york last month she said there were only 300,000 vaccines to go… 	0.0	Neutral
don’t wear a mask/wear a maskdon’t have the jab/have the jabtravel/don’t traveldo do what is right for you and y… 	0.0	Neutral
 covid vaccines are now available for anyone aged 60 or over and can be booked at  free… 	0.0	Neutral
new: boris johnson's former goldman sachs chancellor rishi sunak claims that the response of the uk - one of the wo… 	0.0	Neutral
got my invitation this morning!  having my covid-19 jab tomorrow.	0.0	Neutral
still time to sign up, if you have questions that need answering on the vaccine.  … 	0.0	Neutral
breaking: uk boris johnson government raises taxes on small businesses w/ &gt;£50k profits by 6% with complex exemptio… 	0.4404	Positive
ian og volunteers to travel the world (on the taxpayers dime) to distribute surplus vaccine 	0.0	Neutral
"""we did everything we could"" - pm johnson "	0.0	Neutral
go dolly go! get the vaccine  stay safe youall #covid19	0.4926	Positive
yay! that’s my #covid19 vaccine appointment booked for sunday!	0.6103	Positive
  how many died of the jab	-0.5574	Negative
our muslim chaplain, zubair recommends the following short video to reassure you that the covid-19 vaccines are saf… 	0.5106	Positive
had my covid-19 jab today! . turns out the man in front was paul jewell! #bcafc	0.0	Neutral
today is a great day as i received my first oxford astrazeneca covid-19 vaccine 🥳🤩 	0.6249	Positive
_farage height of hypocrisy of trump. donald and wife quietly got covid-19 jab in january 2021 for a virus th… 	0.0	Neutral
suitably dosed up with an astra zeneca covid19 shot!! have a sore arm &amp; a banging headache. pretty sure the hea… 	0.555	Positive
i feel like we need more day in the life videos for us all to show a snapshot of our 'new normal' 	0.3612	Positive
oxford boss says britons could receive just one autumn booster jab, protecting against all covid19 variants, due to… 	0.0	Neutral
 needs to spin a story out of this just for the ‘jab for jaggers’ headline potential... #bcafc 	0.0	Neutral
the best vaccine awareness tweet i’ve seen so far by a long shot, keep dancing  	0.6369	Positive
    i believe that the make-up of the covid-19 vaccine is larg… 	0.0	Neutral
reuters) - the uk will receive 10 million astrazeneca covid-19 vaccine doses made by the serum institute of india (… 	0.0	Neutral
  oh yeah course we would 🥴just like in israel you mean the jab is the panacea who pa… 	0.5719	Positive
i just had my first covid-19 jab. it is safe, effective &amp; painless. when it’s your turn,  #takethevaccine… 	0.802	Positive
side effects day 2.got up this morning and felt loads better. muscle aches not so bad. fatigue still an issue and… 	0.7107	Positive
find out more about universal coronavirus vaccines in my blog  	0.0	Neutral
great news . it’s important that no-one misses out and has the confidence that this vaccine is safe… 	0.8074	Positive
“building covid-19 vaccine confidence” free webinar from  tomorrow 4th march 19.00 - 20.30includes informati… 	0.5106	Positive
jabbed this evening #astrazeneca #covid19 #healthcare #salisburycityhall 	0.0	Neutral
love this! vaccine... to the tune of jolene... to accompany having her #covid19 jag!   	0.6988	Positive
uk reports 315 new covid-19 deaths on wednesday #coronavirus #covid19 #covid19vaccine… 	0.0	Neutral
i wonder how many other musicians choose not to show proof they've had the vaccine?and have to pull out of gigs lik… 	0.0	Neutral
big shout out to all #bame communities to join this interactive panel session on #covid19 #vaccine #bsw #swindon… 	0.296	Positive
the astrazeneca covid-19 vaccine has a feeling of having all your windows open in january sorta feel on me 🥶🤣… 	0.128	Positive
had my #covid19 #vaccine this morning - as in wednesday morning i still consider time being yesterday anytime befor… 	0.0	Neutral
 i’ve had first pfizer jab.  arm sore for 2 days.  nephew &amp; partner had first oxford jab.  no snags.… 	-0.5719	Negative
regular booster vaccines are the future in battle with covid-19 virus, peacock says: ... slower than influenza or h… 	-0.3818	Negative
fake: misinformation about the covid-19 vaccine and its effects	-0.6597	Negative
can anyone tell me why every tweet about this 'vaccine'no longer uses oxford in the quote? at the start it was 'the… 	0.0	Neutral
with safety concerns emerging in some european countries relating to the astrazeneca #coronavirus vaccine  i’ll be… 	0.4215	Positive
  blood clotting is indeed one of the things that covid-19 causes.	0.0	Neutral
more good reporting on the  vaccine by . “experts are worried that decisions by multiple count… 	0.2484	Positive
the story of the oxford vaccine suspension without jingoistic reporting. after all, what sensible government would… 	0.0	Neutral
i had the #astrazeneca jab on saturday and i’m  so relieved of having it , i’m making myself safe and i don’t want… 	0.7404	Positive
who say that there's no evidence to link the astra zenics vaccine to blood clots....isn't that the same people who… 	-0.296	Negative
 sadly the only thing people will care about, is the vaccine outcome, politically nothing else matter… 	0.1027	Positive
suspension of astrazeneca shots is 'political decision': italy's medicines regulator head | article [amp] | reuters 	0.0	Neutral
great article which gives a hugely different perspective on vaccine efficacy using the same underlying trial data.… 	0.6249	Positive
i'm pretty certain we will see an increase in blood clots etc but not from the vaccination but from covid19. it is… 	0.5106	Positive
extraordinary from european countries - blood clots are common (1/2000 per year). covid-19 is thrombogenic leading… 	0.0	Neutral
 if there’s any spare covid-19 vaccines kicking about, i’ll gladly take one please rawmarsh heal… 	0.5719	Positive
stop  giving astrazeneca covid-19 vaccine to africans 	0.0516	Positive
got my first oxford astrazeneca covid-19 vaccination this morning at guy’s and stopped in the #hyundaitunneloflight… 	-0.2263	Negative
"nato ""security allies""""the us has no plans to share its stockpile of astrazeneca’s covid-19 vaccine with other co… "	0.34	Positive
#igotmyshotfirst dose of #astrazeneca covid-19 vaccine done! yay! #getvaccinated #covidvaccine #trustscience… 	0.6103	Positive
"""i'd rather have a blood clot than #covid19.""honestly, i'm 25 &amp; healthy, i'd rather fight a flu than a blood clot.#astrazeneca"	-0.3612	Negative
suspension of astrazeneca shots is 'political decision': italy's medicines regulator head 	0.0	Neutral
is  getting better with age? first #brexit, now the #covid19 #vaccine! #covidvaccine	0.4926	Positive
the eu surely not politaclising the distribution of a british vaccine in the middle of a pandemic🤣🤣🤣the circus cont… 	0.4404	Positive
"""the benefits of the #astrazeneca vaccine in preventing #covid19, with its associated risk of hospitalisation and d… "	0.1027	Positive
had my covid-19 jab sunday afternoon felt fine till monday around 5pm went cold whole body aches very tired cold sw… 	-0.5256	Negative
got my #astrazenaca #vaccine #today. very well organised by  thanks to the #scientists and all the #health… 	0.6478	Positive
share of people who received at least one dose of covid-19 vaccine, mar 15, 2021 	0.296	Positive
that’s it!  i’m now waiting for #moderna.   #pfizer needs it to be too cold and now this with #astrazeneca #az. c… 	0.0	Neutral
have concerns about  #vaccines  being temporarily halted in european countries, come along to tonight’… 	0.0	Neutral
winners have a tendency to rewrite history.history will show that johnson, an incompetent lying so-called prime m… 	-0.5267	Negative
covid-19 vaccine booked!	0.0	Neutral
received my first covid-19 vaccine today 	0.0	Neutral
just had my first #covid19 #vaccination no problems. next dose 2nd june  #covidvaccine #covid_19 #vaccinepassports 	-0.5994	Negative
       i have just had my first #covid19 vaccine abou… 	0.0	Neutral
really confused about the #bloodclots story with the oxford/az #covid19 vaccine.more people die from blood clots… 	-0.7574	Negative
a sports political social commentindia v england no fansmemo to johnson et aleasing lockdown = more covid-19 cases	-0.296	Negative
risk of blood clots:1 in 6 in hospitalised patients with #covid19 1 in 500,000 in those who get #covid19vaccine… 	-0.2732	Negative
"""there is no causal link between the oxford-astrazeneca covid-19 vaccine and blood clots, according to medical expe… "	-0.296	Negative
russian vaccine effective against british coronavirus mutation...(strangely not on )	0.4767	Positive
italy &amp; france admit ban on astrazeneca jab is political over brexit  	-0.4215	Negative
yes'si just had the call from doctors, booked up for a covid-19 jab tomorrow morning.  	0.0	Neutral
off to get my second dose of the covid-19 vaccine. see ya later ✌☺️	0.0	Neutral
i’ll have my  vaccine next week without reservations. it is important that we reach herd immunity as a… 	0.2263	Positive
 johnson has to answer for his failures	-0.4588	Negative
how many has johnson killed with his failure to lockdown wearily and going on holiday 	-0.7269	Negative
pfizer sees 'opportunity' to hike price for covid-19 vaccine, cfo says 	0.0	Neutral
covid-19: uk records another 110 coronavirus deaths and 5,294 new cases as over 24.8 million have had first vaccine… 	0.0	Neutral
received the best possible birthday present today - my #covid19vaccine (1st dose).  many, many thanks to our incred… 	0.7964	Positive
this has made my tuesday 🤣♥️ #vaccineiamhavingmyvaccine ✨ 	0.0	Neutral
jab done yesterday thanks the team at #bodmin #treatment centre and the wonderful  let’s get this under control. #covid19	0.765	Positive
africa's #comedyqueen lifts up the fight back and #vaccineswork #teamvaccines  	-0.3818	Negative
#variantbreton #fortniteseason6 #astrazeneca #cheltenhamfestival #covid19 #downingstreetbriefing #stpatricksday… 	0.0	Neutral
i received the oxford-az jab last week. no problems. very disappointing to see an ill-informed campaign gathering m… 	-0.8122	Negative
that’s me booked in for my vaccine saturday  #covid19	0.0	Neutral
it must be independent and have judicial status,  not with a chair appointed by johnson,  and must have power to co… 	0.0	Neutral
core covid-19 vaccine event - live stream 	0.0	Neutral
mhra response to the precautionary suspensions of covid-19 vaccine astrazeneca 	0.0	Neutral
a thoughtful share in light of recent concerns. i’m a high risk clot-case and i didn’t hesitate to have my az jab.… 	0.1531	Positive
#tuesdaymotivations #tuesdayvibe #tuesdayfeeling #inspirationalquotes #tuesday #covid_19 #covid19 #vaccine  	0.0	Neutral
so excited - getting my first covid jab on friday, on my birthday too 🥳🦠#astrazenecavaccine #covid19 #stayhome… 	0.4005	Positive
would be stunning hypocrisy if he’s campaigning for poor people to have the vaccine &amp; yet opting not have it himself 	-0.128	Negative
excellent work by _sol north solihull pcn #covidvaccine delivery #solihull 	0.5719	Positive
   we already know the 'side effects' of covid-19 vaccine not nearly as bad	0.431	Positive
a two-dose regimen of the oxford astrazeneca chadox1 ncov-19 vaccine did not show protection against mild-to-modera… 	0.0	Neutral
another  busy day in the #covid19 vaccine hub and very happy to be helping to keep the fraser gamble #teamhaem safe… 	0.7346	Positive
known causes of blood clots:1) smoking2) pregnancy3) contraceptive pill4) covid-19 5) prolonged bed rest: lon… 	0.0	Neutral
   it has less efficacy v s african variant than pfizer which is a concern but… 	0.0	Neutral
i hope this is true about the oxford vaccine, i get mine next week 🥴 	0.6908	Positive
  it is entirely up to the people of lebanon, what covid-19 vaccine, they purchase, and f… 	0.0	Neutral
   for cancer patients having chemotherapy it is not a live vaccine so the concerns… 	-0.6597	Negative
no human activity is without risk and that goes for the #covid19 vaccines too, when it comes to the frailest patien… 	-0.0992	Negative
i am sickened by peoplewho seek to give this rotten callous government credit for the vaccine.this is entirely t… 	-0.698	Negative
please be aware.#glossop #covid19 #vaccine 	0.3182	Positive
i missed this exciting news, which raises hopes re an ms vaccine - using rna 	0.5859	Positive
wow this is heartening stuff , this is real and some people still don't believe , the vaccine will help but what wi… 	0.5023	Positive
vaccines minister,  tells  that all over 80s will be asked to get vaccinated by mid febru… 	0.0	Neutral
people on the news getting the #covid19 jab......reporter waiting outside to speak to people. 🧐🧐it's got a certa… 	0.0	Neutral
as requested: link to new guidelines relating to steroid injections and #covid19 vaccinenot evidence based as the… 	0.0	Neutral
vaccines and sea shanty’s all in one video? yes please! #covid19 	0.6476	Positive
vaccine day!! the father gets his jab.#morningcommute #vaccination #jab #covid19 #coronavirus #lockdown3… 	0.0	Neutral
start of a new week! really positive news about #vaccine rolled out by  don’t forget to get tested at… 	0.5081	Positive
  so you’d rather see people not get the vaccine when they can as it means “that you don't… 	0.0	Neutral
obligatory 1st vaccine-done photo #paramedic #covidvaccine #covid19 	0.0	Neutral
fkn #covid19 #covidiot on the local fb news page defending someone who posted that ‘vaccine is part of the plan to… 	0.0	Neutral
#goodmorningtwitterworld when will we be back to this ? #covid19 #coronavirusvaccine #love #spain # #missnormality… 	0.0	Neutral
#covid19uk absolutely. anything less is government obfuscation and anti-science. administer 2-dose vaccine. no dela… 	-0.296	Negative
the relief knowing my parents have just received their first covid-19 vaccines as health care workers. full relief… 	0.743	Positive
today i'm going to get the covid19 vaccine at the new sick kids building via royal infirmary .#covid19vaccine	-0.5106	Negative
have faith in the #pfizervaccinedon't forget they make #viagraso, if they can raise the dead they can save the… 	0.3326	Positive
_ or you got the covid vaccine x 	0.0	Neutral
local news: covid-19 vaccines to be offered to over-70s from monday  	0.0	Neutral
this drive-through covid-19 vaccination centre in #whitstable is shut because they’ve run out of vaccines – with an… 	0.0	Neutral
my and my partner had our #covidvaccine ,we havent eaten each others brains and bill gates still doesnt know where… 	0.0	Neutral
my mother’s 81 today. i can’t see her for this one but she’s now double #covid19 #vaccine jabbed and fighting fit.… 	-0.5023	Negative
why are care home residents still waiting for vaccine? why weren’t they first?96 yr old grandmother in care home te… 	0.7757	Positive
 there is only two things certain with #covid19 1- horrific no of deaths and 2 a suitable vaccine to save… 	-0.6705	Negative
absolutely disgusting. holding back the vaccines, because he doesn't want vaccinators standing around doing nothing… 	-0.6014	Negative
93% of education professionals believe they should be prioritised for covid-19 vaccine 	0.0	Neutral
#covid19 #vaccineshanty ❤️❤️ 	0.0	Neutral
hearing reports from  that israel's doing wonderfully well on its #covid19 vaccine roll out. let's hear abo… 	0.7184	Positive
this covid vaccine won't work i don't think. but that's just my opinion. #vaccine #covid19 #stayhomesavelives… 	0.0	Neutral
covid-19 vaccine passports: yes or no?         via 	0.128	Positive
thank you to all the #nhs at  . my parents received their #covid19 jab last week . they were so imp… 	0.3612	Positive
covid-19 vaccines to start for over-70s as new centres open across the uk  	0.0	Neutral
this is going to become a big problem:while more 39 million doses of several different covid-19 vaccines have now… 	0.0	Neutral
fantastic that our #nhs colleagues are doing such a brilliant job of vaccine roll out . meanwhile the time is fas… 	0.8126	Positive
"so completely unlike last year, when we had no vaccine, and they rushed through several stages of ""re-opening"" (whi… "	-0.296	Negative
last week each of our residents received their covid-19 vaccine, to help them stay protected against the virus. our… 	0.6808	Positive
a new covid-19 vaccine booking app has been developed and launched by nhs trusts this week! what an innovative id… 	0.7777	Positive
and that happen #covid19 #vaccine #pfizer #nurse #healthcare #buhayofw #ofwdiaries 	0.0	Neutral
 calls for pause in use of huge batch of moderna covid-19 vaccineshigher-than-u… 	0.3182	Positive
"world is ""on the brink of a catastrophic moral failure"" with vaccines, says who chief "	-0.7579	Negative
last thursday 21,000 jabs per day were needed to meet the top 4 priority by 15th feb target.today it's 22, 800 an… 	0.2023	Positive
greatful to receive the #covid19 vaccine. although, feeling guilty to receive it before family members on the most… 	-0.3182	Negative
scared of the government that's always the agenda, the palestinians have as much right to the vaccine as the israel… 	-0.4404	Negative
the old lady’s #covid19 vaccine appointment has come through - later this week at kcom in #hull. quite an emotional… 	0.0	Neutral
 at last, johnson’s britain is genuinely world-beating || uk has highest covid-19 death rate in world 	-0.5994	Negative
free online discussion around covid-19 vaccines:safety &amp; effectiveness in people with diabetes this wednesday (20th… 	0.5106	Positive
i'm not worried about police getting the vaccine because by the time they get around to offering to us i'll be over 70! #covid19	0.2914	Positive
let’s all get behind the vaccine roll out and stop the media “witch-hunt” for stories.    london to open 24-hour va… 	-0.296	Negative
just watching the coronavirus update on #bbcone and i am praying that #borisjohnson isn’t now overseeing the wareho… 	0.3612	Positive
something ‘not quite working right’ in vaccine roll-out, cabinet minister says 	0.0	Neutral
these figures show the utter failure of #borisjohnson to deal with the #covid19 crisis - and within the uk figures… 	-0.8126	Negative
 can you please stop using the word ‘jab’! it’s lazy language and as someone who doesn’t like needles i… 	0.1007	Positive
i have heard many cucko theories about the vaccines, but this one wins. 	0.7227	Positive
we are leading the way with the vaccine #covid19 	0.0	Neutral
"matt 'himmler' hancock been asked about lack of vaccines for over 80's?""i got a msg from a friend just now who had… "	0.2263	Positive
note the slight change of tone from  gone from saying top 4 groups will have vaccine by 15th feb to now… 	0.2023	Positive
questions or concerns about the vaccine for the #learningdisabled? find some guidance tomorrow with dr danny douek… 	0.0	Neutral
we need you! our nhs staff are working flat out to get the #covid19 vaccine rolled out as quickly as possible but w… 	0.0	Neutral
 why streach out the delivery of vaccines? the more people we vaccinate now will be less people in hospital… 	0.0	Neutral
kids! spiderman has joined the fight against covid19 and had the vaccine  	-0.4389	Negative
booked my 1st #covid19 vaccine jab for weds!   for the 1st time ever i'm super excited to be having an injection.#goscience!	0.7835	Positive
just had my #covid19 jab.thank you  - a model of efficiency and care.	0.6908	Positive
   i’m not hesitant, mr mayor! give me that covid-19 vaccine asap! 	0.3235	Positive
covid-19 vaccine hub opens at taunton racecourse	0.0	Neutral
demented, absolutely demented corbyn attacks boris for 'vaccine nationalism' &amp; demands jabs given away to other n… 	-0.4877	Negative
over four million people have received a covid-19 vaccine in the uk, matt hancock says  	0.0	Neutral
true half anti biotic  leaves the virus a possibility to mutate all the vaccines wasted 	-0.4019	Negative
   and the stories of “jabs for lads” has started to leak out 	-0.34	Negative
good news: my mum is booked for her 1st dose of vaccine this week.bad news: constantly having to remind her that s… 	0.4404	Positive
has anyone received their invite for the vaccine? 	0.1531	Positive
oh nooo... the vaccine will make me gayer  super gay maybe? 	0.5994	Positive
#covid19 from the way it was couched by matt frei, c4 news anchor tonight,  #joebiden had 30m jabs. rather selfish of him? all  in one arm?	-0.5362	Negative
love it. all dressed up for your vaccine. bring it on x 	0.6369	Positive
so pleased that my mum got her first _uk #vaccine today 🥳#covid19 	0.4927	Positive
really looking forward to getting the covid-19 vaccine so i can find out if its gay effects will make me more gay,… 	0.0	Neutral
10 new mass vaccination centres opened today but the no of daily jabs is significantly lower today than any of the… 	-0.6808	Negative
"boris johnson's coronavirus health secretary 's horse riding partner baroness dido ""harding defends use… "	0.0	Neutral
sorry, this is only good news if it doesn't impact on the supply of the vaccine to the nhs winding wheel and other… 	0.3818	Positive
remember when boris johnson said world beating, and we laughed?well credit where credit is due...… 	0.296	Positive
under jeremy corbyn, he would have put us all at the back of the queue whilst dishing out the vaccine to other coun… 	0.0	Neutral
#covid19 #covidtest #rapidtests greenbuying sell one of the 2 u.k. government approved covid testing kits (2 pack &amp;… 	0.4215	Positive
  got her covid-19 jab today 🤗 85 	0.0	Neutral
he never changes. everyone except the british. corbyn attacks boris for 'vaccine nationalism' &amp; demands jabs give… 	-0.4404	Negative
my good god.....how is johnson and this incompetent government not locked yet.... 	-0.184	Negative
it appears covid-19 might be here to stay like the flu. annual shots! 	-0.1007	Negative
johnson’s legacy. britain’s an island ffs. 	-0.5859	Negative
i just had my covid-19 vaccination .......#covid19 #vaccine #covidvaccine #dentist #tuesdaymotivations… 	0.0	Neutral
i told my nan about all the comments and views and she loved it. thanks everyone.  #nhs #covid19 #vaccine 	0.7783	Positive
‘tedros adhanom ghebreyesus said it was not fair for younger, healthy people in richer nations to get injections be… 	0.6295	Positive
this is stunning. please watch. then share.  #covid19uk #covid19 #uklockdown #vaccinestrategy 	0.7269	Positive
milton keynes council leader claims mass vaccination centre will deliver 2,000 jabs a day 	0.0	Neutral
really useful q&amp;a on #covid19 #vaccines from   	0.4927	Positive
tories pile pressure on boris johnson ahead of lockdown review	-0.296	Negative
“~90% of people aged 60 &amp; older in israel have received their first dose of pfizer’s 2-dose vaccine so far. data sh… 	0.0	Neutral
how will #covid19 vaccines get to illegal/undocumented people? they need it, and the rest of us need them to have i… 	0.0	Neutral
worth noting if you get #covid19 vaccine via gp surgery offer you don't get choice of time/place nor do you get fix… 	0.2263	Positive
if you're not doing this already, please help slow the spread of #covid19 , chart the impact of the vaccines and id… 	0.6124	Positive
 we need a #global collaboration on #vaccine #coronavirus for travel. you cannot have passports to ente… 	0.0	Neutral
did you know that people with a bmi of 40 or above will be called for their covid-19 vaccine in group 6? does your… 	0.0	Neutral
pity johnson didn’t do the same. 	-0.296	Negative
anyone who accepts the vaccine is a cowardly sadist. it's ya sadism towards animals that's caused vivid. goodbye hu… 	-0.0772	Negative
sunday's #poll if bars and restaurants were only open outside in april would you go ? #covid19 #coviduk #covid #vaccine #vaccination	0.0	Neutral
#poll do you wear a #mask or face covering outside ? #covid19 #covid #covidvaccination #vaccine #vaccination any comments are welcomed	0.34	Positive
back on  11-3pm➖#raab on covid-19 passport “considerations”➖15 million jabs target and over 65’s now eli… 	0.0	Neutral
dear  any chance you could write an article about us exports of the covid-19 vaccine? oh wait... 	0.5574	Positive
this is brilliant. great work _guidedog  supporting _uk to get his #covidvaccine! was this at our si… 	0.902	Positive
"""coronavirus latest news: vaccine passports to enter shops, pubs and restaurants 'under consideration'""… "	0.0	Neutral
life savers: the amazing story of the oxford/astrazeneca covid vaccine 	0.5859	Positive
astrazeneca vaccine: delaying the second dose increases protection, according to new data   via… 	0.0	Neutral
uk coronavirus live: children to go back to school on march 8 as over 65s set to receive jabs from monday - evening… 	0.0	Neutral
when you keep something in-house, shit gets done. private companies would’ve probably wasted vaccines. 	-0.7783	Negative
and don't forget if you're 65 or over you can now book your coronavirus vaccine appointment 	0.1695	Positive
._nhs #vdaycard roses are redviolets are bluei got my vaccinewould love if you did so too happy valen… 	0.8473	Positive
would that mean fully vaccinated or just given one jab 🤔 	0.0	Neutral
mums had her oxford jab. was quick like the flu jab. in and out. i thought they watched people for 10 mins after bu… 	-0.0258	Negative
great to be part of this remarkable achievement of delivering 15 million doses of #covid19vaccine #covidvaccination… 	0.8537	Positive
brilliant news    #vaccine 	0.5859	Positive
at least 15 million people in the uk have had their first vaccine#takethevaccine 	0.0	Neutral
meanwhile we are saying hurrah well done you hero to johnson who has killed 120k people ? 	0.5859	Positive
 vaccine against covid-19 developed by sanofi in partnership with the american translate… 	0.0	Neutral
this is the vaccine, the faux socialists would have us forcibly jabbed with! 	0.0	Neutral
petition: do not rollout covid-19 vaccine passportsproudly signed  	0.0	Neutral
  ps the advice on the pfizer vaccine has changed it is only an issue for people who have h… 	0.0	Neutral
15,000,000 #covid19 vaccines  delivered since 8 december 2020 just pause. for a moment. that is pretty extraor… 	0.4939	Positive
#valentinesday #saintvalentin #valentinesday2021 #ausopen #astrazeneca #airdrops #biathlon #covid19 #coronavirus… 	0.0	Neutral
cmyt is pleased to present:a talk on covid-19 and vaccines from a specialist doctor working in the nhs for 30 yea… 	0.4404	Positive
   ... covid-19: new vaccine in development has 'insurance' against cor… 	0.0	Neutral
jvci: specify me/cfs on the list of neurological conditions under group 6 for uk covid19 vaccine and end the postco… 	0.0	Neutral
"15 million in uk have now had their 1st covid-19 vaccine - the pm described a ""significant milestone"".  he hailed… "	0.2023	Positive
and that is before the vaccines have had a chance to take effect. 	0.25	Positive
russian &amp; chinese vaccines are necessary to win ‘world war’ against covid-19 – macron — rt world news  #	0.5859	Positive
#ranganation   how come , aged 39, has had his covid19 jab?	0.0	Neutral
15m have been vaccinated against covid-19 in - included me! i was so excited to be invited for my first vaccine t… 	0.528	Positive
thank you oxford/astrazeneca and all who made the vaccine happen. 	0.3612	Positive
over 15 million people in the uk have now received their first vaccine dose, government has surged past its first t… 	0.0	Neutral
just because you've had the vaccine doesn't mean you can go hug family and freinds and mingle with everyone, we sho… 	0.4767	Positive
my parents and wife have all received their first coronavirus jabs and are all eagerly awaiting their second doses.… 	0.3818	Positive
can't wait for my turn but i'm really keen for those to get the coronavirus vaccine. it's free, you get treated rea… 	0.8458	Positive
#15million #covid19 #vaccine #road2recovery 	0.0	Neutral
como siempre genial  la portada del  #covid19 #vaccine#vacunascovid19 #spaceinvaders h 	0.4215	Positive
 the vaccines have been tested against the covid19 syndrome. they didn't test against the actually virus… 	0.0	Neutral
 “boris johnson holds a vile of the covid-19 vaccine.” that’s what it says in the report. in the #independent. a vile! 🤪	-0.8588	Negative
