Tweets	Compound	Analysis
coronavirus uk: boris johnson drops pub passports  via 	0.0	Neutral
why is it so hard to investigate the rare side effects of #covid19 vaccines?  for the vast m… 	-0.2183	Negative
just had my first covid job, got hone and made some 5g protection #astrazeneca #covid19 #vaccinationdone✔️… 	0.0	Neutral
macron slammed for france vaccine failure - 'i don’t know how he can show his face!' 	-0.5562	Negative
"hundreds of ""alternative"" news articles on the deaths and adverse reactions to ""the jab"" and vehement opposition to… "	-0.3612	Negative
dr mike yeadon, former cso and vp, allergy and respiratory research head with pfizer global r&amp;d and co-founder of z… 	0.0	Neutral
covid-19 jab administered this am at  #nhsheroes were superb!  #astrazenecavaccine #getthejab #getvaccinated 	0.6588	Positive
'several years of work compressed into a few months' - a response to all those who still dismiss #covid19 #vaccines… 	0.0	Neutral
glasgow was looking good last night when i went for the az vaccine . top class from the nhs #vaccine #covid19 	0.5719	Positive
thank you to everyone  for looking after me when i have had my vaccines. i am scared witless of needles and… 	-0.1027	Negative
vaccines are only going to be a temporary solution to conceal a much deeper wound unless we change our ways around… 	0.3182	Positive
this is brilliant! 7 year old arya explains why she wants everyone to have the #covidvaccine when it is their turn.… 	0.6239	Positive
coronavirus makes this scot grateful to  be in the uk - so benefitting from successful vaccine sourcin… 	0.8958	Positive
petition: do not rollout covid-19 vaccine passports  we need to sign this, it’s important th… 	0.2023	Positive
this is an interesting watch #novaccinepassports 	0.4019	Positive
how long will coronavirus vaccines protect people? 	0.3818	Positive
2020 - fighting in the aisles over toilet roll, 2021 - europe declared war over vaccines. #vaccinewars… 	-0.7506	Negative
48 hours post vaccine and i'm still feeling yuk.  mind you, i'd rather feel like this than have actual covid19.  #vaccinated #pfizervaccine 	0.4588	Positive
#covid19 vaccine: us trial of astrazeneca jab confirms safety 	0.4215	Positive
The US regulator can authorize this vaccine in May, when it calculates that it has sufficient doses for all the ... 	0.0	Neutral
bbc news - coronavirus vaccines: pm to telephone eu leaders in bid to stop export ban being imposed. no more mister… 	-0.8074	Negative
simulate having the coronavirus vaccine by having a friend repeatedly punch you in the arm for an hour before giving you flu. 	0.4588	Positive
getting my 2nd covid-19 vaccine today🦠 	0.0	Neutral
sadly, scaremongering can work. when fears about vaccines' safety emanates from top, even harder to reassure. grim… 	0.1027	Positive
.. and yet less than 25% of the french population and only 33% of the germans think the oxford vaccine is safe. way… 	0.4404	Positive
brilliant news for everyone who has had this vaccine. 	0.5859	Positive
how cvs and  help biden get to 200 million covid-19 shots #wearewba 	0.4019	Positive
is anyone aware of any guidelines / recommendations about the covid-19 vaccine in pregnancy? 	0.0	Neutral
"new cuban coronavirus vaccine, formulated under us sanctions.#abdala""study, which is due to be completed by july,… "	0.0	Neutral
just as important in keeping watchful eye, asking questions on #covid19 #vaccines safety, efficacy is acknowledging… 	0.5574	Positive
_mcveigh  i had the az one last month - i had a sore arm around the injection site for 3 days, but i'l… 	-0.1901	Negative
#covid19 i dropped in and managed to get my #astrazeneca vaccine this morning. win. 	0.5859	Positive
privileged to have had my second covid-19 vaccine jab #thankyou #nhs #nhscovidvaccine #slt 	0.4404	Positive
thank you to  for providing fellow nhs staff with the covid jab  #keepingpatientssafe #covid19 	0.3612	Positive
... and it all comes down to #data again and well, the usual #transparency and #goodcommunication #covid19 #vaccine 	0.2732	Positive
eu vaccine row: export ban would ‘badly' stall uk immunisation drive - analysis 	-0.6597	Negative
yes, because everyone knows johnson is a fantastic negotiator and has a great relationship with the eu right now. 	0.886	Positive
sparks the question of what is the point in the vaccine then? don’t see how he can be so amazed we’ve vaccinated ha… 	0.6269	Positive
how if all the vulnerable and old people are vaccinated? deaths and hospitalisations are hugely down. the vaccine i… 	-0.2263	Negative
boris johnson not sticking to his word? surely not. 	0.4404	Positive
truth to. take the one you're offered #vaccineswork 	0.3182	Positive
not what hancock says..europe is fucking us all up with their anti vaccine policy 	-0.3182	Negative
weren't they cancelling this very vaccine five minutes ago? 	0.1511	Positive
healthwatch knowsley are keen to capture local attitudes towards the covid-19 vaccine. healthwatch would really a… 	0.3612	Positive
or we just make them quarantine in your approved hotels? 	0.4215	Positive
i have been jabbed. big thanks to all the volunteers for a very efficient &amp; friendly service at tamworth baptist ch… 	0.8576	Positive
#news | #covid19 pm boris johnson has said that the uk should be ‘under no illusions’ that a third wave of covid-… 	-0.296	Negative
just had my second covid-19 jab. no issues. thanks  #nhs #covid19 	0.1779	Positive
over 50? looking to get a covid vaccine? contact your abc-affiliated surgery! 	0.0	Neutral
its not too late #carers #covidvaccine contact us and see if you are eligible. protect yourself and the person you… 	0.3818	Positive
latest:  the european union is ready to start withholding covid-19 shots from  britain, blocking astrazeneca f… 	-0.0258	Negative
oh fuck off! 30 million people have had the jab, hospitalisation and deaths are falling all the time. we’re in a st… 	-0.6588	Negative
over 2 weeks and we haven’t suffered side effects either and we haven’t caught coronavirus either! 	-0.5411	Negative
and the evidence grows...'no blood clot risk in new #astrazeneca #covid19 #vaccine trial' . 	-0.2732	Negative
second dose of the oxford astra zeneca done !!! ✅#careworker #oxfordastrazeneca #covid19 #inthistogether 	0.0	Neutral
this, alongside the vaccine, must give us hope 🤞❤️ 	0.4404	Positive
1st covid19 jab today. thank you 	0.3612	Positive
vaccine targets are about to be smashed 	0.0	Neutral
this is not a european third wave, it is the uk's covid19 kent variant, which took hold here due to johnson's incom… 	0.0	Neutral
breaking: the taoiseach of #éire micheál martin has said the #eu should not block the importation of vaccines t… 	0.3412	Positive
so the vaccine has been pointless then. 	0.0	Neutral
hilarious! will #cheer you up! #lockdown #covid19 #ditty #humour #laugh #tidy #cleaning #time #comedy #covidvaccine… 	0.508	Positive
combining my love of museums with my love of vaccines! having the best time volunteering at a covid-19 vaccinatio… 	0.9312	Positive
"not quite true, there were (not) vaccines made for coronavirus"" and they were tested on animals ferrets were one of… "	-0.3713	Negative
selling prices of the covid-19 vaccines have been negotiated by the laboratories (pfiz… 	0.0	Neutral
oxford-astrazeneca is “100% effective at preventing severe disease and admission to hospital”...and the nhs is do… 	0.1027	Positive
will  show their support for those who have received the covid-19 vaccine in the u.k.? 	0.4019	Positive
rewarding people for having a vaccine. very fucking weird 	0.2798	Positive
and local gp’s q&amp;a on #nhscovidvaccines. the covid-19 vaccines are safe and will save lives. the vac… 	0.7269	Positive
#peoplesvaccine 	0.0	Neutral
see how well these vaccines work then eh... 	0.2732	Positive
pack your bags, next stop... nowhere.#newyork #covid19 #variants #coronavirusuk #covid19uk #vaccinesdontwork 	0.0	Neutral
ha don't need no vaccine when tecso do them free for a 5 finger discounts 	0.7641	Positive
nope...but...astrazeneca and oxford university announce landmark agreement for covid-19 vaccine - april 2020 	0.5423	Positive
april 2020 -astrazeneca and oxford university announce landmark agreement for covid-19 vaccine 	0.5423	Positive
bloody hell! don’t tell !    #donutsforvaccines 	-0.8436	Negative
have you considered its the jabs..of course not it suit your narrative or the plan..you make nhs st… 	0.0	Neutral
i’m as pro-vaccine as the next guy and can’t wait to get mine, but the idea of forcing people to put anything in th… 	0.0	Neutral
south west london covid-19 vaccination survey share your views about the covid-19 vaccine. your chance to win £1… 	0.7906	Positive
assume he’ll be jabbed by a flaming arrow as he gallops through the forest riding a bear. 	0.0	Neutral
this is because the population of the world needs this #covidvaccine equity is built on this principal.… 	0.0	Neutral
good job you had a vaccine then to give you a 100% protection from severe covid19. 	0.0772	Positive
what is the logic behind making the vaccine mandatory for care home staff?? it will continue to be transmittable an… 	0.594	Positive
this pandemic has a way to run and even though the vaccines are effective, we still dont know for how long!#covid19 	0.5255	Positive
coronavirus vaccine update: from april 1, anyone over 45 can get covid shot | india news - times of india… 	0.0	Neutral
enter the discussion on #digitalvaccinepassports...#digitalhealth #nhs #covid19 #vaccine vaccine pass… 	0.0	Neutral
enter the discussion on #digitalvaccinepassports...#digitalhealth #nhs #covid19 #vaccine 	0.0	Neutral
what has the national messaging around #brexit #climatechange #astrazeneca #covid19 #institutionalracism #emissions… 	0.0	Neutral
great points being made about #vaccinehesitancy this morning. good to hear the speakers talking about the importanc… 	0.7906	Positive
alex has just had his second covid-19 vaccine today at elmhurst practice. thank you  and staff here. he… 	0.3612	Positive
rare blood clots sudden death so many side-effects the cure is worse than the 🦠 #covid19 	-0.7906	Negative
brilliant podcast  and  building vaccine confidence in black communities. _team… 	0.7964	Positive
morning twitterday 1 after my 2nd #pfizer #vaccination jab. an update as to how i am.#coronavirus #vaccine 	0.0	Neutral
just had my 2nd covid vaccine one step away from normality# covid19 vaccine #nhs #phizer @ waters meeting health… 	0.0	Neutral
**breaking news** has just called a press conference; a #downingst source has indicated that #johnson… 	0.0	Neutral
just had my 2nd covid19 vaccination #nhscovidvaccine #pfizercovidvaccine #boltoncommunitypactice#nhs 	0.0	Neutral
no wonder the number of coronavirus cases hasn’t dropped. johnson is clearly spreading the i… 	0.2023	Positive
covid-19 vaccines are a victory for public research, not 'greed' and 'capitalism'  via 	0.0	Neutral
snapshot poll finds more than 1m people with symptoms in uk #covid19 #coronavirus #longcovid 	0.0	Neutral
if you haven’t been contacted by the nhs and are eligible for the #covidvaccine please call 119 or your local gp fo… 	0.3182	Positive
launching the #vaccineequalitiesconnectandexchangehub because #itwouldbeamazingif we work together 2 talk… 	0.0	Neutral
join us on #vaccineequalitiesconnectandexchangehub because #itwouldbeamazingif we could share and spread informatio… 	0.5267	Positive
cats and their owners when the cats get the vaccine side effects: 	0.0	Neutral
man, this covid-19 vaccine is still kicking my ass… 	0.0	Neutral
pfizer says its vaccine is preventing 91% of coronavirus cases in the six months after people are immunised... 🦠🦠🦠🦠 	-0.0258	Negative
an old guy after his 2nd jab, we’re safe as houses now. made me smile  haha #covid19 	0.8126	Positive
31 million for the vaccine in the uk  #astrazeneca #covid19 	0.0	Neutral
well done on this. the vaccine is safe and effective 	0.7964	Positive
delivering the covid-19 vaccine in the heart of our communities #vaccinessavelives 	0.0	Neutral
grab the jab  #vaccine 	0.0	Neutral
i successfully received my first #oxfordastrazeneca #covid19 #vaccine jab today at the town hall.  all in al… 	0.4939	Positive
grab the jab!! a letter to loved ones about the covid-19 vaccine - sir lenny henry | nhs 	0.6688	Positive
what odds on the vaccine being called flu-vid next winter? 	0.0	Neutral
does that mean we can bin off the ridiculous idea of vaccine passports before they get the approval? unless… 	0.1531	Positive
coronavirus latest news: pfizer jab produces 'off the scale immune response' likely to protect against brazilian va… 	0.5859	Positive
so thrilled and proud to now be double dosed against #covid19!  🥳 #getthejab 	0.7813	Positive
⚠️ book your covid vaccine ⚠️ please book your covid-19 vaccine this easter.  appointments are available to: •… 	0.3182	Positive
"pretty sure that those who insisted ""we'll probably never have a vaccine"" last year are now claiming things like ""v… "	0.7906	Positive
#pfizerbbc news - coronavirus: #pfizer jab 'stopping 91% of cases in first six months' 	-0.1531	Negative
where are getting this idea that young people don't want the vaccine as all the polls that i have seen like below i… 	0.3134	Positive
the #johnson gang of pseudo-#libertarians prefer to use the armed forces rather than allow local authorities to combat #covid19. #newsnight 	-0.128	Negative
sure to come here, we’re not out of this nightmare yet! stick to the rules and we may be lucky and get your jab! 	0.6892	Positive
i literally don’t know a single person my age who isn’t going to take a vaccine when they’re offered? you can’t be… 	0.0	Neutral
not feeling too clever after having that jag🥲#covid19 #astrazeneca 	-0.431	Negative
🥀🤔☝️”jesus, mary, pontius pilot &amp; the wee hairy donkey, of course i’ve had my second jab, gimme it?”🤐🤷‍♂️… 	0.0	Neutral
the only way out of the #covid19 pandemic is to make sure there are vaccines for everyone, everywhere. that's why i… 	0.3182	Positive
good to know. off for my 2nd jab today earlier than expected. 	0.4404	Positive
i'm shocked you haven't had yours yet #vaccine #covid #usa #canada #covid19 #sushi #master #chef ge… 	-0.3182	Negative
countries that went for elimination are going to struggle to reopen without a decent vaccine rollout. 	-0.3182	Negative
and as for those vanished millions set aside for #covid19 #vaccines and still no rollout in sight. what (who) gives… 	-0.296	Negative
is boris johnson going to continue defending pharmaceutical intellectual property at the expense of millions of liv… 	0.5106	Positive
get your vaccine to end covid-19!!! 	0.0	Neutral
just had my covid-19 vaccine  it was a very slick operation. well done everyone involved in this mammoth task! #nhsscotland 	0.3931	Positive
my sister is getting her first covid-19 vaccination jab this morning, which leaves me the only member of the househ… 	0.0	Neutral
this will be the same pharmas who may have undermined the oxford vaccine because it’s not for profit. 	-0.6002	Negative
rte news : j&amp;j vaccine to be administered to public for first time 	0.0	Neutral
the covid-19 vaccines are so far only proven to reduce your risk of severe illness if/when you catch… 	-0.7506	Negative
the whole johnson family are just corrupt grifters. 	0.0	Neutral
my blue letter just arrived 🥰 got my covid-19 vaccine on wednesday 	0.0	Neutral
this is a really important step to increase vaccine production. the uk must step up and support international eff… 	0.7264	Positive
mass vaccine program in thailand to include its 3 million foreigners, amid covid-19 vaccine access concerns. 	0.0	Neutral
no going back now,i wonder if bill gates knew i’d tweet this ? #billgates #covid19 #astrazeneca 	-0.296	Negative
but got my first covid-19 jab last week. i had mixed feelings going in for it - but do not regret getting it now. s… 	0.4585	Positive
fantastic news,  backs waiving international patent protections for #covid19 vaccines. unprecedented, i hope… 	0.5267	Positive
please get your 2nd vaccine to ensure you have maximum protection 	0.5994	Positive
#asktheceo  will you suspend your vaccine patents, and share technology &amp; know-how to ensure that every… 	0.3612	Positive
absolutely painless!!!!  didn't even feel a pinch......now let's see what side effects it brings (astra zenica)  xx… 	0.0	Neutral
five things to know about: mixing and matching coronavirus vaccines: hiv researchers knew that a classical vaccine… 	0.0	Neutral
today’s a big day. i voted in the scottish parliament election, and i got my first dose of the covid-19 vaccine. 	0.0	Neutral
the president of france thinks he can bullie johnson, my strong pm who robbed covid-19 face in the mud. watch… 	0.5106	Positive
don’t believe in the effectiveness of #vaccines? you just need to look at the numbers of people sick in hospital… 	-0.5106	Negative
three good things happening today. just had my second #pfizervaccine jab against #covid19. next i'm visiting my loc… 	0.4404	Positive
#covid19 this is very moving. the working class showing real humanity. #johnson and the ruling class showing none. 	0.0	Neutral
for me confirmation that nationalised vaccine supply has to be the way 	0.0	Neutral
spiky fakey part...had my vaccine on tuesday. feeling quite rough. it means it's doing it's job of provoking my i… 	-0.0772	Negative
rte news : j&amp;j vaccine administered through homeless services 	0.0	Neutral
coronavirus: us supports lifting covid-19 vaccine patents - bbc newsnight  via 	0.3612	Positive
how these tweets (pro 'health' but not explicitly pro vaccine) - are *interpreted* is important.  they… 	0.296	Positive
interesting....ive had first vaccine anyway,  and have appointment for 2nd. but this would be good 	0.5927	Positive
making a profit from this pandemic is immoral. we need to work together to get quality vaccines to everyone.… 	-0.0258	Negative
these  #pcr tests are  approved. so why can’t we use these when our #boarders return from overseas?… 	0.4215	Positive
ioc to consider providing attendees to tokyo olympics with covid vaccine. unclear whether they would need to come 3… 	-0.25	Negative
biden backs waiving international patent protections for covid-19 vaccines: ... the u.s. was among several other we… 	-0.0516	Negative
well aware im leaving myself wide open here, but i've had both doses of my vaccine and tested negative every day th… 	-0.6705	Negative
brexiteers...a remarkable achievement on the vaccine roll out.. 	0.5574	Positive
novavax vaccine 51 percent effective against south african covid-19 variant: study: the phase 3 clinical trial was… 	0.4767	Positive
fully #vaccinated #astrazeneca #covid19 #thankyounhs +🦠=+ 	0.0	Neutral
no vaccine will protect you from every variant. especially a 'new' disease like covid19 which is mutating quickly. 	0.4877	Positive
not just interesting but enlightening frightening and heartbreaking about the kent variantthank god for the vaccine 	-0.427	Negative
to view the whole presentation go to  #astrazeneca #bristolprotest #bahraingp… 	0.0	Neutral
brilliant post after a first jab! #covid19 	0.6239	Positive
#thisday 2020 - prime minister boris johnson tested positive for coronavirus, also the health secretary matt hancoc… 	0.5574	Positive
just had my first covid-19 vaccination#covid19vaccine 	0.0	Neutral
2nd vaccine  ✅   #covid19 #covidvaccine 	0.0	Neutral
what a nice sunny day for a second vaccine dose❤vaccines work! #covid19 #vaccine #happy thank you 	0.8122	Positive
which is the best vaccine? this video explains really clearly why those headline efficacy rates don’t give the answ… 	0.8016	Positive
#covid19 85 deaths in #liberia 150,000 deaths here in #uk how will #johnson do  better? ignore him! #shutschools un… 	0.1759	Positive
got my covid-19 vaccine today 	0.0	Neutral
aye....well i get my annual flu jab a few weeks later too....so be it ! #staysafewithajab 	-0.4389	Negative
hucknall folk full of praise for town's new covid vaccine site 	0.5574	Positive
hucknall folk full of praise for town's new covid vaccine site  excellent.  the staff were… 	0.8074	Positive
coronavirus vaccine one done - phenomenally efficient system and a great chat with a member of the forces personnel from county wicklow! 	0.8016	Positive
much discussion of #covid19 variants and vaccine boosters in the autumn. interesting variants plot from dr robertso… 	0.4019	Positive
masjid vaccine clinic brought the community together. separate facilities for men &amp; women #covid19… 	0.0	Neutral
boris johnson has said the roadmap for easing england's coronavirus lockdown is still on track, even as a third wav… 	0.25	Positive
this tweet has aged well! #covid19 #vaccines 	0.3382	Positive
my mum had her vaccine today, i’ve been on at her for a while about it she didn’t want to travel too far and finall… 	0.0772	Positive
thank you _mri for giving me my 2nd covid-19 vaccine this morning! perfect system in place! safe, efficient,… 	0.9018	Positive
well that's the whole point of the vaccines isn't it bright spark 	-0.2434	Negative
“online fraudsters have capitalised on the pandemic, using fake texts about covid-19 vaccines, lockdown fines and m… 	-0.7579	Negative
my saturday date with a needle went amazingly well. only side effects so far is overwhelming emotions &amp; gratitude f… 	0.6901	Positive
i mean, that is the fucking point of the vaccine. bloke really is a whopper ain't he 	0.0	Neutral
since i had my first covid-19 vaccine, my knees have had a new lease of life. i don't know if it is… 	0.0	Neutral
“michael gove has conceded that boris johnson missed five consecutive emergency meetings in buildup to the… 	-0.5859	Negative
#covid19 so #johnson pretends all he wants from life is to drink “a pint in a pub” and by implication, that is all… 	-0.1725	Negative
big shout out to all the staff at king's mill hospital vaccination hub i've had my 2nd jab today#fullhouse… 	0.0	Neutral
a big shout out to nhs managers  _esneft my covid-19 vaccine jab means i love nhs managers  via 	0.6369	Positive
i forgot to tweet post-vaccination covid-19 jab - i felt pretty shit for just over a full day but woke up friday (h… 	-0.0516	Negative
they have plenty of vaccines stacked in fridges but nobody wants them - let them get on with it. 	0.0	Neutral
britain eu deal, threat to export covid-19 vaccine to be removed 	-0.5267	Negative
so far the focus has naturally been on rapid development of the sars-cov-2 vaccines, but what are possibilities to… 	0.0	Neutral
if you stand against to vaccine as your constitutional right ; you don’t deserve education! and you all ass holes c… 	-0.5848	Negative
since last saturday we've administered a dose of the vaccine to 1377 people and we're back again tomorrow! 	0.0	Neutral
why ; what happened to vaccines !!!!!!!!! you all fucking lies 	-0.6441	Negative
confused about the covid 19 vaccine? no need! here is the science and the evidence base  … 	-0.5848	Negative
vaccinators - confused about the covid 19 vaccine technique? don’t  be! here is the science and the evidence base f… 	-0.3802	Negative
a sensible message? #vaccinetheft #vaccinated #astrazeneca #roadmapoutoflockdown #coronavirus #vaccinepassports… 	0.0	Neutral
i expected us both to get covid19 vaccine on same day, me 68, he with lung conditions.if we had both gone in toget… 	0.0	Neutral
he was still on door a month later when my son got az vaccine re covid19.obviously my complaint about him trying t… 	-0.296	Negative
so i’ve had my 1st dose of the covid19 vaccine; i was given the #astrazeneca onei delayed because of an allergy f… 	-0.2263	Negative
the race to curb the spread of #covid19 vaccine disinformation 	0.0	Neutral
new: boris johnson cancels his trip to india due to #coronavirus situation there 	-0.2263	Negative
boris johnson's india trip cancelled amid surge in covid-19 cases via 	-0.25	Negative
#covid19 3 million dead worldwide. catastrophic surge in #india and #brazil yet in #uk #johnson still pursues easin… 	-0.8176	Negative
second covid-19 jab done this morning at home for both me and wife .. looking forward to spend few weeks with our g… 	0.0	Neutral
"""boris johnson cancels india visit over covid-19 fears"" "	-0.5719	Negative
covid-19: boris johnson's trip to india cancelled due to 'current coronavirus situation 	-0.25	Negative
if boris johnson would have reacted to coronavirus as quickly as he has reacted to the super league... we may not h… 	0.5994	Positive
good. will india be put on red list now?covid-19: boris johnson's trip to india cancelled due to 'current coronavi… 	0.2263	Positive
my l’oréal stress resist shower gel has finished  and i’ve just added “1st covid-19 jab april 2021” on my cv’s list of achievements. 	-0.4215	Negative
the ogc's had their jab 🦠#vaccineswork #vaccine #covid19vaccination #getvaccinated #worldimmunisationweek2021… 	0.0	Neutral
covid-19 vaccine rollout to over-50s will speed up: morrison 	0.0	Neutral
#startrek #vaccine #covid19 	0.0	Neutral
just had the second dose of the astrazeneca vaccine aka the oxford vaccine in the fight against coronavirus! it w… 	-0.4389	Negative
known in the uk as the kent mutation &amp; by me as the johnson. 	0.0	Neutral
amazing news! have got my vaccine booked for tomorrow. massive gratitude and respect for the #nhs 	0.8883	Positive
grateful to have had my first covid-19 vaccine, but 24 hours on, i feel properly broken. had to sit down twice duri… 	-0.4854	Negative
kinda almost sobbing happy tears. really hope they keep producing the vaccine at the same rateand donate it to othe… 	0.5699	Positive
more than 10 million people in the uk have now had both doses of the #covid19 vaccine!! 	0.0	Neutral
_ you'd condemn this guy if he was doing it to liar boris johnson darren! you're such a hypocritestar… 	-0.7345	Negative
break: more than 10 million people in the uk have now received their second dose of a #coronavirus vaccine now th… 	0.0	Neutral
quick little #freestyle  f☆☆k your vaccine  #worldwar3 #mcmarz #coronavirus #rona #bars 	0.0	Neutral
it’s ironic that over 70 countries that received vaccine from #india need to tell  that by putting an embargo… 	-0.128	Negative
mags 2nd #covid19 jab  (@ fairfield pharmacy in stockton-on-tees, england) 	0.0	Neutral
cdc: 3,005 recorded deaths in vaers following covid-19 experimental “vaccines” – more than total vacc… 	0.0	Neutral
now that johnson has cancelled his  holiday, we are not stupid ! 󠁧󠁢󠁳󠁣󠁴󠁿󠁧󠁢󠁳󠁣󠁴󠁿 	0.5815	Positive
this was simply inevitable.  essential that british citizens in punjab who wish to return, should do so now before… 	0.4019	Positive
the covid-19 vaccinations have both hit me hard with side effects. i would totally do it again. having the vaccine… 	-0.1027	Negative
logged on at 2pm.first vaccine booked for tomorrow within 20mins and date provided for second in june.absolutely… 	0.0	Neutral
get one of the covid19 vaccines, if you are lucky enough be offered one!they reduce your chances… 	0.4753	Positive
"two words that are annoying me now.  ""hails"" and ""jabbing"". since when did we say jab, i have always said injection… "	-0.4019	Negative
❤️got mine booked, thank you nhs for all you do. you are our saviours.#nhscovidvaccine #saveournhs 	0.3612	Positive
traitors all of them, literally murdering via jabs 	-0.6486	Negative
alexa: turn government propaganda off#covid19 #lockdown2021 #vaccine 	-0.25	Negative
and wear a mask while standing and moving about in pub gardens just like #borisjohnson did today. oh, wait...🤨… 	0.3612	Positive
vaccines do work but to be effective the entire world adult population must be vaccinate… 	0.631	Positive
jab done  #covid19vaccine #covid19 #covid19vaccination 	0.0	Neutral
looking forward to tomorrow haircut at black box barbers the second covid-19 jabthanks to the wonderful staff at… 	0.5719	Positive
this made me smile this morning #covid19 #vaccines #motherofmoodstars 	0.3612	Positive
no thanks, #bbc5live, #bbcnews, i don't  want anything shoved down my throat that comes from #borisjohnson, even if… 	0.1225	Positive
our next artwork coming soon. here’s a glimpse #bankholidaymonday #covid19 #vaccinationism #vaccinepassports 	0.0	Neutral
porky pig. has he had a covid-19 jab or is he just protected against swine flu? 	0.0772	Positive
"🥊timely campaign by _boxing. #winwiththejabvaccination and ""not letting our guard down"" are going to be… "	0.0	Neutral
got my second dose of the #pfizer-#biontech #covid-19 #vaccine. thank you medical science… 	0.3612	Positive
"these vaccines probably stop transmission. ""the coronavirus vaccines made by moderna and pfizer-biontech are provin… "	-0.296	Negative
novavax stock – novavax vaccine 96% effective against original coronavirus, 86% vs british ...: the shots effective… 	0.6597	Positive
no. you said the vaccine was our way out of this 🤷‍♀️ #liar 	-0.296	Negative
thought the vaccine was the route to freedom? 	0.6369	Positive
wasn't the vaccine meant to give us our freedom back? 	0.6369	Positive
so does the vaccine work or not? 🤨 	0.0	Neutral
what else can they use as an excuse to not open up... the vaccine doesn’t get our freedom back now (?!) so we’re no… 	0.6996	Positive
it was the vaccine last month , what will it be next month ? 	0.0	Neutral
reclaim our lost freedoms on testing healthy people now ? so the vaccines are not the way out.......... … 	0.3818	Positive
and they told us that the vaccine was the way out of this !! 	0.0	Neutral
you said it was the vaccine that was our road to freedom you fucking lying toss pot!! 	0.2711	Positive
wasn’t it “15m jabs to get back to normal” in december? 	0.0	Neutral
covid-19: boris johnson to announce plans for coronavirus passports, overseas travel and next step out of lockdown… 	0.0	Neutral
the vaccine was our route to gaining the freedom they took away, now they’re shifting the goalposts again 	0.7906	Positive
you said the vaccine would give us our lives back 🤷‍♂️ 	0.0	Neutral
vaccine no? 	-0.296	Negative
petition: prohibit employers from requiring employees to have a covid-19 vaccine 	0.0	Neutral
and here's me agitating to get my second az shot. 	-0.4215	Negative
we were told flattening the sombrero we were told lockdowns, social distancing and maskswe were told vaccines wou… 	0.0	Neutral
make your bloody minds up you buffoon said that the vaccine was the way out of this 	-0.4404	Negative
thank you but no, this &amp; the vaccine passport go against my gdpr rights, my medical info… 	-0.2617	Negative
zero. nada. nul. cool.  🦠 be gone  #pfizer #covid19 	0.3182	Positive
petition: do not rollout covid-19 vaccine passports 	0.0	Neutral
76 cases in cumbria in a week. #enoughisenough #novaccinepassports #novaccinepassportsanywhere #sackhancock… 	0.0	Neutral
lazy liar boris johnson bumbling now #pressconference #coronavirus #covid19 	-0.7003	Negative
oh ffs liar boris johnson so many people just cannot afford to stay off on the sick because sick pay is so low comp… 	-0.9476	Negative
based on the recent covid-19 infection rates and vaccine roll out across the country, not surprising news.… 	-0.2057	Negative
oh ffs we just want our freedom back! surely 2 vaccines give us that? else what is the point??? yes i know #covid19… 	0.8202	Positive
just now: country with worst  coronavirus death toll in europe to open all bars from monday..uk pm boris johnson de… 	-0.8402	Negative
so basically another pointless overhyped liar boris johnson #pressconference what do he&amp;his lackies do all day????… 	-0.644	Negative
liar boris johnson seems to almost be crowing about other countries struggling with their current wave of #covid19… 	-0.7269	Negative
passports , tests what will be the next stupid idea in a months time , it was all about the vaccine now the goalpos… 	-0.5267	Negative
i love beth rigby. she generally asks the toughest questions rather than miss liar boris johnson's arse like most j… 	0.3612	Positive
what a shock that lazy liar boris johnson dodges yet another question #pressconference #coronavirus 	-0.8126	Negative
now i remember why i stopped watching #johnson #covid19 #pressconference.  confirmation of all pre-leaked items, no… 	-0.2263	Negative
boris casually using the #downingstreetbriefing to make a political jab at . he shouldn’t be allowed to t… 	0.1779	Positive
absolutely disgraceful opportunistic political statement from johnson on what was supposed to be a coronavirus upda… 	-0.0972	Negative
as of 15 march, only 23.6 million doses of vaccine had been distributed on the continent, the africa cdc says. po… 	0.0	Neutral
people who develop covid-19 after having a vaccine usually develop symptom… 	0.0	Neutral
when #johnson talked tonight about 4 published reviews - on #covid19 status certification, international travel, ma… 	0.0	Neutral
lies lies and more lies! johnson almost bankrupt tfl 	-0.9	Negative
#liarjohnson strikes again 	-0.3612	Negative
be interesting to see the results! great survey #asthmaticsatrisk #flujabequalscovidjab #asthmaticsunder50 	0.7959	Positive
antibody responses to first-dose covid-19 mrna vaccine in people previously infected with sars-cov-2  via 	-0.4939	Negative
johnson not in the commons. surely he can be challenged over lying yet again?? 	-0.3094	Negative
some are hailing it as like 'a miracle'. others say: it's  #science. #israel #covid19 #vaccine 	0.3612	Positive
how much debt was transport for london in when johnson was mayor? over £7m.how much under khan? £2.5m. yet bj uses… 	-0.4329	Negative
the shamelessness of boris johnson to use a coronavirus press conference to point score very unbecoming of a pm.h… 	-0.34	Negative
loving the trials storyline. i'm doing the same but for the  coronavirus vaccine #bbceastenders #eastenders 	0.3506	Positive
no to vaccine passports. 	-0.296	Negative
one in a thousand! yet we will still have po faced outrage at meeting on beaches and we will still require vaccine… 	-0.8016	Negative
_clarke91    yes although the vaccine bounce a big factor… 	0.4019	Positive
the boston globe: demand for covid-19 vaccines is starting to dip as mass. steps up efforts to reach the wary.… 	-0.1027	Negative
